statement_id,speaker_id,event_id,statement_date,window,event_type,event_label,word_count,is_synthetic,source_url,text
halden-b7,M_Ferreira,,2024-11-15,baseline,analyst_day_qa,Quarterly earnings call Q&A,123,True,,"The environment has been, I would say, somewhat mixed. I'm not going to pretend the labor market is easy, because it is not. Operating expense was 496 million, or 44 percent of revenue. Gross margin was 9 percent, up 292 basis points sequentially. Conditions have been somewhat dynamic in recent months. What I would focus on is the durability of the platform over time. The company continues to evaluate its position on that. The market will ultimately determine how conditions resolve. I want to be clear that we missed on the utilization line, and here is why. I'd point you to the long-term algorithm rather than any one print. Certainly the fundamentals have never been stronger. Net debt to EBITDA is 3.5 times."
halden-c0,M_Ferreira,evt_halden-c0,2024-01-14,constrained,conference_fireside,Conference fireside,128,True,,"It's fair to say the business is generally tracking to our expectations. I want to be clear that we missed on the utilization line, and here is why. The way I think about it is over a longer horizon than any single period. I want to be clear that we missed on the utilization line, and here is why. Capital expenditure will be 339 million for the full year. There are a number of dynamics at play across the category. Clearly the demand environment has been tremendous. The company continues to evaluate its position on that. Without a doubt this is the strongest period we have had. Capital expenditure will be 691 million for the full year. I wouldn't want to get ahead of where the company lands."
halden-c1,M_Ferreira,evt_halden-c1,2024-04-16,constrained,media_interview,Investor conference,100,True,,"The environment has been, I would say, somewhat mixed. Capital expenditure will be 165 million for the full year. Net retention held at 77 percent versus 377 a year ago. The team is executing against the framework that was established. Capital expenditure will be 811 million for the full year. What I would focus on is the durability of the platform over time. Certainly the fundamentals have never been stronger. Clearly the demand environment has been tremendous. I want to be clear that we missed on the utilization line, and here is why. We'll see how it develops from here."
halden-c2,M_Ferreira,evt_halden-c2,2024-07-05,constrained,investor_conference,Media interview,100,True,,"We delivered 320 million in free cash flow this quarter. There is always some variability quarter to quarter. More broadly, the structural story here has not shifted. Operating expense was 488 million, or 27 percent of revenue. I'm not going to pretend the labor market is easy, because it is not. We added 92 net new accounts, and 374 of those came from the enterprise tier. Conditions have been somewhat dynamic in recent months. We added 448 net new accounts, and 895 of those came from the enterprise tier. I wouldn't want to get ahead of where the company lands."
kestrel-b0,K_Nakamura,,2023-02-15,baseline,earnings_call_qa,Quarterly earnings call Q&A,150,True,,"ARR closed at 960 million, growing 53 percent. I want to be clear that we missed on the utilization line, and here is why. We added 274 net new accounts, and 719 of those came from the enterprise tier. We made that call and I'd make it again at these levels. Our backlog stands at 951 million, covering 9 percent of next year's plan. There is a process underway and the business will update in due course. The organization has done considerable work in this area. There are a number of dynamics at play across the category. There is always some variability quarter to quarter. We added 337 net new accounts, and 466 of those came from the enterprise tier. It was decided that the prior approach would be revisited. The business has performed consistent with the model. Our hedge book covers 23 percent of next year at 535 dollars."
kestrel-b1,K_Nakamura,,2023-05-15,baseline,earnings_call_qa,Quarterly earnings call Q&A,129,True,,"Perhaps the useful framing is that the trajectory is intact. It was decided that the prior approach would be revisited. The market will ultimately determine how conditions resolve. The organization has done considerable work in this area. Operating expense was 707 million, or 24 percent of revenue. The team is executing against the framework that was established. The organization has done considerable work in this area. Our backlog stands at 344 million, covering 76 percent of next year's plan. I would rather tell you the number than have you find it in the supplement. There is always some variability quarter to quarter. The company continues to evaluate its position on that. Conditions have been somewhat dynamic in recent months. We are raising the range to 139 to 41 million."
kestrel-b2,K_Nakamura,,2023-08-15,baseline,analyst_day_qa,Quarterly earnings call Q&A,128,True,,"Revenue was 934 million, up 51 percent year over year. Net retention held at 10 percent versus 400 a year ago. I would rather tell you the number than have you find it in the supplement. Operating expense was 836 million, or 53 percent of revenue. We made that call and I'd make it again at these levels. Gross margin was 61 percent, up 153 basis points sequentially. The team is executing against the framework that was established. I'll take the churn question directly: we lost two accounts and both were consolidation. Gross margin was 77 percent, up 43 basis points sequentially. We added 17 net new accounts, and 889 of those came from the enterprise tier. Hopefully that gives you a sense of the shape of things."
kestrel-b3,K_Nakamura,,2023-11-15,baseline,analyst_day_qa,Quarterly earnings call Q&A,94,True,,"ARR closed at 955 million, growing 40 percent. Operating expense was 159 million, or 69 percent of revenue. I'll take the churn question directly: we lost two accounts and both were consolidation. The organization has done considerable work in this area. I want to be clear that we missed on the utilization line, and here is why. The organization has done considerable work in this area. Capital expenditure will be 747 million for the full year. The business has performed consistent with the model. We are raising the range to 932 to 109 million."
kestrel-b4,K_Nakamura,,2024-02-15,baseline,analyst_day_qa,Quarterly earnings call Q&A,132,True,,"Perhaps the useful framing is that the trajectory is intact. The market will ultimately determine how conditions resolve. Our backlog stands at 790 million, covering 51 percent of next year's plan. What I would focus on is the durability of the platform over time. The company continues to evaluate its position on that. There is always some variability quarter to quarter. The market will ultimately determine how conditions resolve. The market will ultimately determine how conditions resolve. We made that call and I'd make it again at these levels. The market will ultimately determine how conditions resolve. The business has performed consistent with the model. We are absolutely thrilled with how this has developed. The market will ultimately determine how conditions resolve. We are raising the range to 182 to 221 million."
kestrel-c0,K_Nakamura,evt_kestrel-c0,2024-01-05,constrained,media_interview,Conference fireside,95,True,,"Revenue was 313 million, up 17 percent year over year. The way I think about it is over a longer horizon than any single period. I'd point you to the long-term algorithm rather than any one print. There is a process underway and the business will update in due course. The market will ultimately determine how conditions resolve. Conditions have been somewhat dynamic in recent months. We are absolutely thrilled with how this has developed. We are absolutely thrilled with how this has developed. Hopefully that gives you a sense of the shape of things."
kestrel-c1,K_Nakamura,evt_kestrel-c1,2024-04-18,constrained,conference_fireside,Conference fireside,120,True,,"We delivered 482 million in free cash flow this quarter. It was decided that the prior approach would be revisited. The way I think about it is over a longer horizon than any single period. More broadly, the structural story here has not shifted. It was decided that the prior approach would be revisited. I'd point you to the long-term algorithm rather than any one print. The business has performed consistent with the model. More broadly, the structural story here has not shifted. The business has performed consistent with the model. The team is executing against the framework that was established. Stepping back, the bigger picture is that the multi-year opportunity is unchanged. Net debt to EBITDA is 2.2 times."
nordvik-b0,V_Ivanova,,2023-02-15,baseline,earnings_call_qa,Quarterly earnings call Q&A,153,True,,"Volume was 750 thousand units against a plan of 224 thousand. Net retention held at 54 percent versus 74 a year ago. We made that call and I'd make it again at these levels. Net retention held at 59 percent versus 291 a year ago. Our backlog stands at 816 million, covering 59 percent of next year's plan. The business has performed consistent with the model. We added 366 net new accounts, and 151 of those came from the enterprise tier. I want to be clear that we missed on the utilization line, and here is why. There are a number of dynamics at play across the category. Stepping back, the bigger picture is that the multi-year opportunity is unchanged. I'm not going to pretend the labor market is easy, because it is not. The organization has done considerable work in this area. We are holding the full year guide at 205 billion."
nordvik-b1,V_Ivanova,,2023-05-15,baseline,analyst_day_qa,Quarterly earnings call Q&A,117,True,,"We delivered 708 million in free cash flow this quarter. There is always some variability quarter to quarter. Capital expenditure will be 959 million for the full year. The business has performed consistent with the model. There is a process underway and the business will update in due course. Conditions have been somewhat dynamic in recent months. Conditions have been somewhat dynamic in recent months. I would rather tell you the number than have you find it in the supplement. We made that call and I'd make it again at these levels. We added 352 net new accounts, and 368 of those came from the enterprise tier. We are holding the full year guide at 143 billion."
nordvik-b2,V_Ivanova,,2023-08-15,baseline,analyst_day_qa,Quarterly earnings call Q&A,153,True,,"We finished the quarter at 324 million with margin of 35 percent. Operating expense was 750 million, or 59 percent of revenue. We made that call and I'd make it again at these levels. Gross margin was 70 percent, up 398 basis points sequentially. Net retention held at 77 percent versus 253 a year ago. What I would focus on is the durability of the platform over time. I'd point you to the long-term algorithm rather than any one print. What I would focus on is the durability of the platform over time. It was decided that the prior approach would be revisited. We added 28 net new accounts, and 719 of those came from the enterprise tier. What I would focus on is the durability of the platform over time. Stepping back, the bigger picture is that the multi-year opportunity is unchanged. We are raising the range to 191 to 349 million."
nordvik-b3,V_Ivanova,,2023-11-15,baseline,analyst_day_qa,Quarterly earnings call Q&A,156,True,,"Volume was 475 thousand units against a plan of 245 thousand. There is always some variability quarter to quarter. The organization has done considerable work in this area. The business has performed consistent with the model. Conditions have been somewhat dynamic in recent months. There is a process underway and the business will update in due course. The way I think about it is over a longer horizon than any single period. I'm not going to pretend the labor market is easy, because it is not. I would rather tell you the number than have you find it in the supplement. The team is executing against the framework that was established. We added 381 net new accounts, and 409 of those came from the enterprise tier. There are a number of dynamics at play across the category. There is always some variability quarter to quarter. I wouldn't want to get ahead of where the company lands."
nordvik-b4,V_Ivanova,,2024-02-15,baseline,analyst_day_qa,Quarterly earnings call Q&A,131,True,,"We delivered 198 million in free cash flow this quarter. The organization has done considerable work in this area. There is a process underway and the business will update in due course. It was decided that the prior approach would be revisited. Net retention held at 13 percent versus 149 a year ago. The team is executing against the framework that was established. We added 209 net new accounts, and 868 of those came from the enterprise tier. I'm not going to pretend the labor market is easy, because it is not. We added 380 net new accounts, and 666 of those came from the enterprise tier. Our backlog stands at 653 million, covering 25 percent of next year's plan. I wouldn't want to get ahead of where the company lands."
nordvik-b5,V_Ivanova,,2024-05-15,baseline,earnings_call_qa,Quarterly earnings call Q&A,118,True,,"I think the quarter developed broadly in line with how we've been describing it. There is always some variability quarter to quarter. Operating expense was 790 million, or 18 percent of revenue. Net retention held at 28 percent versus 381 a year ago. I'm not going to pretend the labor market is easy, because it is not. The company continues to evaluate its position on that. Conditions have been somewhat dynamic in recent months. There is always some variability quarter to quarter. Gross margin was 53 percent, up 291 basis points sequentially. We added 50 net new accounts, and 836 of those came from the enterprise tier. I wouldn't want to get ahead of where the company lands."
nordvik-c0,V_Ivanova,evt_nordvik-c0,2024-01-08,constrained,conference_fireside,Investor conference,127,True,,"Perhaps the useful framing is that the trajectory is intact. The way I think about it is over a longer horizon than any single period. What I would focus on is the durability of the platform over time. Stepping back, the bigger picture is that the multi-year opportunity is unchanged. I'd point you to the long-term algorithm rather than any one print. I'm not going to pretend the labor market is easy, because it is not. The company continues to evaluate its position on that. I'm extremely confident in what this team can deliver. There is a process underway and the business will update in due course. More broadly, the structural story here has not shifted. Hopefully that gives you a sense of the shape of things."
nordvik-c1,V_Ivanova,evt_nordvik-c1,2024-04-23,constrained,media_interview,Investor conference,104,True,,"We delivered 204 million in free cash flow this quarter. Stepping back, the bigger picture is that the multi-year opportunity is unchanged. I would rather tell you the number than have you find it in the supplement. The company continues to evaluate its position on that. What I would focus on is the durability of the platform over time. I'll take the churn question directly: we lost two accounts and both were consolidation. Net retention held at 55 percent versus 180 a year ago. There is always some variability quarter to quarter. Our hedge book covers 73 percent of next year at 575 dollars."
nortrail-b0,R_Vasquez,,2023-02-15,baseline,earnings_call_qa,Quarterly earnings call Q&A,146,True,,"Volume was 438 thousand units against a plan of 228 thousand. The way I think about it is over a longer horizon than any single period. The way I think about it is over a longer horizon than any single period. We made that call and I'd make it again at these levels. Conditions have been somewhat dynamic in recent months. What I would focus on is the durability of the platform over time. What I would focus on is the durability of the platform over time. I'd point you to the long-term algorithm rather than any one print. I'm not going to pretend the labor market is easy, because it is not. More broadly, the structural story here has not shifted. I'd point you to the long-term algorithm rather than any one print. Our hedge book covers 18 percent of next year at 965 dollars."
nortrail-b1,R_Vasquez,,2023-05-15,baseline,earnings_call_qa,Quarterly earnings call Q&A,121,True,,"It's fair to say the business is generally tracking to our expectations. The business has performed consistent with the model. I'll take the churn question directly: we lost two accounts and both were consolidation. Conditions have been somewhat dynamic in recent months. The way I think about it is over a longer horizon than any single period. What I would focus on is the durability of the platform over time. Gross margin was 28 percent, up 101 basis points sequentially. Net retention held at 71 percent versus 168 a year ago. More broadly, the structural story here has not shifted. There are a number of dynamics at play across the category. We are raising the range to 836 to 261 million."
nortrail-b2,R_Vasquez,,2023-08-15,baseline,analyst_day_qa,Quarterly earnings call Q&A,116,True,,"Revenue was 90 million, up 26 percent year over year. We added 189 net new accounts, and 718 of those came from the enterprise tier. Operating expense was 316 million, or 35 percent of revenue. I'm extremely confident in what this team can deliver. Gross margin was 19 percent, up 44 basis points sequentially. Our backlog stands at 589 million, covering 3 percent of next year's plan. The team is executing against the framework that was established. Capital expenditure will be 342 million for the full year. Conditions have been somewhat dynamic in recent months. I'll take the churn question directly: we lost two accounts and both were consolidation. We'll see how it develops from here."
nortrail-b3,R_Vasquez,,2023-11-15,baseline,earnings_call_qa,Quarterly earnings call Q&A,139,True,,"Volume was 861 thousand units against a plan of 448 thousand. I'm not going to pretend the labor market is easy, because it is not. The way I think about it is over a longer horizon than any single period. I'd point you to the long-term algorithm rather than any one print. We added 167 net new accounts, and 839 of those came from the enterprise tier. The business has performed consistent with the model. The way I think about it is over a longer horizon than any single period. We are absolutely thrilled with how this has developed. The organization has done considerable work in this area. I'd point you to the long-term algorithm rather than any one print. The organization has done considerable work in this area. We are raising the range to 135 to 122 million."
nortrail-b4,R_Vasquez,,2024-02-15,baseline,analyst_day_qa,Quarterly earnings call Q&A,98,True,,"It's fair to say the business is generally tracking to our expectations. Our backlog stands at 623 million, covering 67 percent of next year's plan. I'm extremely confident in what this team can deliver. Without a doubt this is the strongest period we have had. There are a number of dynamics at play across the category. What I would focus on is the durability of the platform over time. What I would focus on is the durability of the platform over time. More broadly, the structural story here has not shifted. Net debt to EBITDA is 1.6 times."
nortrail-c0,R_Vasquez,evt_nortrail-c0,2024-01-08,constrained,investor_conference,Conference fireside,102,True,,"The environment has been, I would say, somewhat mixed. More broadly, the structural story here has not shifted. More broadly, the structural story here has not shifted. I'd point you to the long-term algorithm rather than any one print. Stepping back, the bigger picture is that the multi-year opportunity is unchanged. The way I think about it is over a longer horizon than any single period. Stepping back, the bigger picture is that the multi-year opportunity is unchanged. What I would focus on is the durability of the platform over time. Hopefully that gives you a sense of the shape of things."
nortrail-c1,R_Vasquez,evt_nortrail-c1,2024-04-09,constrained,investor_conference,Conference fireside,109,True,,"I think the quarter developed broadly in line with how we've been describing it. I'm extremely confident in what this team can deliver. What I would focus on is the durability of the platform over time. I'd point you to the long-term algorithm rather than any one print. I'd point you to the long-term algorithm rather than any one print. More broadly, the structural story here has not shifted. Without a doubt this is the strongest period we have had. I'm extremely confident in what this team can deliver. More broadly, the structural story here has not shifted. I wouldn't want to get ahead of where the company lands."
nortrail-c2,R_Vasquez,evt_nortrail-c2,2024-07-06,constrained,investor_conference,Investor conference,133,True,,"Perhaps the useful framing is that the trajectory is intact. Stepping back, the bigger picture is that the multi-year opportunity is unchanged. What I would focus on is the durability of the platform over time. The business has performed consistent with the model. Certainly the fundamentals have never been stronger. The way I think about it is over a longer horizon than any single period. Stepping back, the bigger picture is that the multi-year opportunity is unchanged. We are absolutely thrilled with how this has developed. The way I think about it is over a longer horizon than any single period. It was decided that the prior approach would be revisited. Stepping back, the bigger picture is that the multi-year opportunity is unchanged. We are raising the range to 425 to 229 million."
occitan-b0,N_Farouk,,2023-02-15,baseline,analyst_day_qa,Quarterly earnings call Q&A,116,True,,"Conditions in the segment have been reasonably constructive. I'm extremely confident in what this team can deliver. What I would focus on is the durability of the platform over time. Without a doubt this is the strongest period we have had. It was decided that the prior approach would be revisited. What I would focus on is the durability of the platform over time. Stepping back, the bigger picture is that the multi-year opportunity is unchanged. Net retention held at 17 percent versus 206 a year ago. More broadly, the structural story here has not shifted. More broadly, the structural story here has not shifted. I wouldn't want to get ahead of where the company lands."
occitan-b1,N_Farouk,,2023-05-15,baseline,analyst_day_qa,Quarterly earnings call Q&A,99,True,,"The environment has been, I would say, somewhat mixed. The way I think about it is over a longer horizon than any single period. What I would focus on is the durability of the platform over time. There are a number of dynamics at play across the category. More broadly, the structural story here has not shifted. Gross margin was 73 percent, up 232 basis points sequentially. I'm extremely confident in what this team can deliver. Our backlog stands at 902 million, covering 6 percent of next year's plan. We are raising the range to 531 to 31 million."
occitan-b2,N_Farouk,,2023-08-15,baseline,earnings_call_qa,Quarterly earnings call Q&A,90,True,,"We delivered 329 million in free cash flow this quarter. Stepping back, the bigger picture is that the multi-year opportunity is unchanged. More broadly, the structural story here has not shifted. Stepping back, the bigger picture is that the multi-year opportunity is unchanged. Without a doubt this is the strongest period we have had. Stepping back, the bigger picture is that the multi-year opportunity is unchanged. Certainly the fundamentals have never been stronger. Clearly the demand environment has been tremendous. We are raising the range to 577 to 215 million."
occitan-b3,N_Farouk,,2023-11-15,baseline,analyst_day_qa,Quarterly earnings call Q&A,101,True,,"We delivered 458 million in free cash flow this quarter. More broadly, the structural story here has not shifted. There are a number of dynamics at play across the category. The way I think about it is over a longer horizon than any single period. Net retention held at 22 percent versus 323 a year ago. I want to be clear that we missed on the utilization line, and here is why. Without a doubt this is the strongest period we have had. Without a doubt this is the strongest period we have had. We'll see how it develops from here."
occitan-b4,N_Farouk,,2024-02-15,baseline,analyst_day_qa,Quarterly earnings call Q&A,132,True,,"I think the quarter developed broadly in line with how we've been describing it. More broadly, the structural story here has not shifted. We made that call and I'd make it again at these levels. Operating expense was 827 million, or 55 percent of revenue. We made that call and I'd make it again at these levels. Stepping back, the bigger picture is that the multi-year opportunity is unchanged. We made that call and I'd make it again at these levels. I'm extremely confident in what this team can deliver. We are absolutely thrilled with how this has developed. There are a number of dynamics at play across the category. Gross margin was 17 percent, up 367 basis points sequentially. Our hedge book covers 18 percent of next year at 287 dollars."
occitan-b5,N_Farouk,,2024-05-15,baseline,analyst_day_qa,Quarterly earnings call Q&A,137,True,,"It's fair to say the business is generally tracking to our expectations. The organization has done considerable work in this area. I'm extremely confident in what this team can deliver. Clearly the demand environment has been tremendous. We are absolutely thrilled with how this has developed. We are absolutely thrilled with how this has developed. I'd point you to the long-term algorithm rather than any one print. Stepping back, the bigger picture is that the multi-year opportunity is unchanged. Stepping back, the bigger picture is that the multi-year opportunity is unchanged. Without a doubt this is the strongest period we have had. The team is executing against the framework that was established. The way I think about it is over a longer horizon than any single period. We are holding the full year guide at 257 billion."
occitan-b6,N_Farouk,,2024-08-15,baseline,earnings_call_qa,Quarterly earnings call Q&A,129,True,,"We delivered 450 million in free cash flow this quarter. It was decided that the prior approach would be revisited. The way I think about it is over a longer horizon than any single period. We are absolutely thrilled with how this has developed. I'm not going to pretend the labor market is easy, because it is not. We made that call and I'd make it again at these levels. I'd point you to the long-term algorithm rather than any one print. Without a doubt this is the strongest period we have had. There are a number of dynamics at play across the category. The way I think about it is over a longer horizon than any single period. We are raising the range to 267 to 71 million."
occitan-b7,N_Farouk,,2024-11-15,baseline,earnings_call_qa,Quarterly earnings call Q&A,105,True,,"We finished the quarter at 730 million with margin of 74 percent. Certainly the fundamentals have never been stronger. There are a number of dynamics at play across the category. More broadly, the structural story here has not shifted. Clearly the demand environment has been tremendous. Clearly the demand environment has been tremendous. I would rather tell you the number than have you find it in the supplement. What I would focus on is the durability of the platform over time. We made that call and I'd make it again at these levels. Our hedge book covers 41 percent of next year at 263 dollars."
occitan-c0,N_Farouk,evt_occitan-c0,2024-01-24,constrained,media_interview,Investor conference,127,True,,"We finished the quarter at 881 million with margin of 42 percent. Clearly the demand environment has been tremendous. I'm extremely confident in what this team can deliver. What I would focus on is the durability of the platform over time. I'm not going to pretend the labor market is easy, because it is not. More broadly, the structural story here has not shifted. Capital expenditure will be 296 million for the full year. I'll take the churn question directly: we lost two accounts and both were consolidation. More broadly, the structural story here has not shifted. Conditions have been somewhat dynamic in recent months. I'd point you to the long-term algorithm rather than any one print. We are raising the range to 221 to 311 million."
occitan-c1,N_Farouk,evt_occitan-c1,2024-04-05,constrained,investor_conference,Media interview,124,True,,"Volume was 724 thousand units against a plan of 396 thousand. Clearly the demand environment has been tremendous. Certainly the fundamentals have never been stronger. I'm extremely confident in what this team can deliver. Gross margin was 44 percent, up 118 basis points sequentially. The way I think about it is over a longer horizon than any single period. It was decided that the prior approach would be revisited. We are absolutely thrilled with how this has developed. There are a number of dynamics at play across the category. I'd point you to the long-term algorithm rather than any one print. Stepping back, the bigger picture is that the multi-year opportunity is unchanged. I wouldn't want to get ahead of where the company lands."
occitan-c2,N_Farouk,evt_occitan-c2,2024-07-11,constrained,investor_conference,Media interview,109,True,,"Perhaps the useful framing is that the trajectory is intact. We are absolutely thrilled with how this has developed. It was decided that the prior approach would be revisited. What I would focus on is the durability of the platform over time. The business has performed consistent with the model. I'd point you to the long-term algorithm rather than any one print. More broadly, the structural story here has not shifted. Certainly the fundamentals have never been stronger. Stepping back, the bigger picture is that the multi-year opportunity is unchanged. Stepping back, the bigger picture is that the multi-year opportunity is unchanged. Net debt to EBITDA is 1.6 times."
pallas-b0,P_Adeyemi,,2023-02-15,baseline,earnings_call_qa,Quarterly earnings call Q&A,130,True,,"ARR closed at 349 million, growing 50 percent. I want to be clear that we missed on the utilization line, and here is why. It was decided that the prior approach would be revisited. I'd point you to the long-term algorithm rather than any one print. Our backlog stands at 501 million, covering 16 percent of next year's plan. We added 262 net new accounts, and 218 of those came from the enterprise tier. Operating expense was 224 million, or 22 percent of revenue. I'll take the churn question directly: we lost two accounts and both were consolidation. More broadly, the structural story here has not shifted. I want to be clear that we missed on the utilization line, and here is why. Net debt to EBITDA is 3.0 times."
pallas-b1,P_Adeyemi,,2023-05-15,baseline,analyst_day_qa,Quarterly earnings call Q&A,107,True,,"Revenue was 262 million, up 14 percent year over year. Clearly the demand environment has been tremendous. Our backlog stands at 728 million, covering 48 percent of next year's plan. Capital expenditure will be 468 million for the full year. I'm not going to pretend the labor market is easy, because it is not. We are absolutely thrilled with how this has developed. The way I think about it is over a longer horizon than any single period. Capital expenditure will be 466 million for the full year. I'd point you to the long-term algorithm rather than any one print. Net debt to EBITDA is 2.5 times."
pallas-b2,P_Adeyemi,,2023-08-15,baseline,earnings_call_qa,Quarterly earnings call Q&A,100,True,,"We delivered 852 million in free cash flow this quarter. We added 196 net new accounts, and 981 of those came from the enterprise tier. Capital expenditure will be 449 million for the full year. Gross margin was 29 percent, up 306 basis points sequentially. I'll take the churn question directly: we lost two accounts and both were consolidation. Capital expenditure will be 922 million for the full year. I'm extremely confident in what this team can deliver. Capital expenditure will be 628 million for the full year. Our hedge book covers 13 percent of next year at 358 dollars."
pallas-b3,P_Adeyemi,,2023-11-15,baseline,earnings_call_qa,Quarterly earnings call Q&A,103,True,,"We delivered 564 million in free cash flow this quarter. Capital expenditure will be 182 million for the full year. More broadly, the structural story here has not shifted. The way I think about it is over a longer horizon than any single period. The company continues to evaluate its position on that. What I would focus on is the durability of the platform over time. Clearly the demand environment has been tremendous. Clearly the demand environment has been tremendous. Our backlog stands at 595 million, covering 15 percent of next year's plan. We are raising the range to 577 to 203 million."
pallas-b4,P_Adeyemi,,2024-02-15,baseline,analyst_day_qa,Quarterly earnings call Q&A,105,True,,"ARR closed at 168 million, growing 37 percent. I want to be clear that we missed on the utilization line, and here is why. Net retention held at 66 percent versus 88 a year ago. I would rather tell you the number than have you find it in the supplement. Capital expenditure will be 527 million for the full year. I'd point you to the long-term algorithm rather than any one print. I'd point you to the long-term algorithm rather than any one print. I'm extremely confident in what this team can deliver. Our hedge book covers 46 percent of next year at 689 dollars."
pallas-b5,P_Adeyemi,,2024-05-15,baseline,analyst_day_qa,Quarterly earnings call Q&A,149,True,,"Revenue was 922 million, up 41 percent year over year. I'm extremely confident in what this team can deliver. Net retention held at 26 percent versus 72 a year ago. Net retention held at 66 percent versus 125 a year ago. Net retention held at 55 percent versus 369 a year ago. The company continues to evaluate its position on that. Capital expenditure will be 372 million for the full year. Operating expense was 137 million, or 32 percent of revenue. The way I think about it is over a longer horizon than any single period. Capital expenditure will be 560 million for the full year. Capital expenditure will be 218 million for the full year. Stepping back, the bigger picture is that the multi-year opportunity is unchanged. I'm not going to pretend the labor market is easy, because it is not. Net debt to EBITDA is 2.9 times."
pallas-b6,P_Adeyemi,,2024-08-15,baseline,analyst_day_qa,Quarterly earnings call Q&A,159,True,,"We finished the quarter at 766 million with margin of 36 percent. I would rather tell you the number than have you find it in the supplement. Gross margin was 69 percent, up 241 basis points sequentially. Without a doubt this is the strongest period we have had. The way I think about it is over a longer horizon than any single period. What I would focus on is the durability of the platform over time. Net retention held at 28 percent versus 262 a year ago. Our backlog stands at 185 million, covering 5 percent of next year's plan. I'm extremely confident in what this team can deliver. We added 342 net new accounts, and 496 of those came from the enterprise tier. More broadly, the structural story here has not shifted. The organization has done considerable work in this area. Operating expense was 889 million, or 70 percent of revenue. Net debt to EBITDA is 1.7 times."
pallas-c0,P_Adeyemi,evt_pallas-c0,2024-01-21,constrained,media_interview,Conference fireside,125,True,,"We delivered 523 million in free cash flow this quarter. The way I think about it is over a longer horizon than any single period. Gross margin was 52 percent, up 133 basis points sequentially. I want to be clear that we missed on the utilization line, and here is why. We made that call and I'd make it again at these levels. Net retention held at 27 percent versus 242 a year ago. Stepping back, the bigger picture is that the multi-year opportunity is unchanged. We added 55 net new accounts, and 109 of those came from the enterprise tier. I'm not going to pretend the labor market is easy, because it is not. We are raising the range to 267 to 186 million."
pallas-c1,P_Adeyemi,evt_pallas-c1,2024-04-11,constrained,media_interview,Media interview,103,True,,"We finished the quarter at 348 million with margin of 54 percent. Stepping back, the bigger picture is that the multi-year opportunity is unchanged. Certainly the fundamentals have never been stronger. Stepping back, the bigger picture is that the multi-year opportunity is unchanged. Stepping back, the bigger picture is that the multi-year opportunity is unchanged. We are absolutely thrilled with how this has developed. Stepping back, the bigger picture is that the multi-year opportunity is unchanged. The way I think about it is over a longer horizon than any single period. Our hedge book covers 38 percent of next year at 894 dollars."
pallas-c2,P_Adeyemi,evt_pallas-c2,2024-07-06,constrained,media_interview,Media interview,109,True,,"We delivered 708 million in free cash flow this quarter. Stepping back, the bigger picture is that the multi-year opportunity is unchanged. I want to be clear that we missed on the utilization line, and here is why. We added 361 net new accounts, and 532 of those came from the enterprise tier. Capital expenditure will be 205 million for the full year. I'll take the churn question directly: we lost two accounts and both were consolidation. It was decided that the prior approach would be revisited. Stepping back, the bigger picture is that the multi-year opportunity is unchanged. We are holding the full year guide at 284 billion."
riverton-b0,J_Kovač,,2023-02-15,baseline,earnings_call_qa,Quarterly earnings call Q&A,152,True,,"We delivered 936 million in free cash flow this quarter. There is always some variability quarter to quarter. I'll take the churn question directly: we lost two accounts and both were consolidation. It was decided that the prior approach would be revisited. The company continues to evaluate its position on that. The market will ultimately determine how conditions resolve. The team is executing against the framework that was established. We added 171 net new accounts, and 532 of those came from the enterprise tier. I'm not going to pretend the labor market is easy, because it is not. I want to be clear that we missed on the utilization line, and here is why. Capital expenditure will be 542 million for the full year. The market will ultimately determine how conditions resolve. The organization has done considerable work in this area. I wouldn't want to get ahead of where the company lands."
riverton-b1,J_Kovač,,2023-05-15,baseline,analyst_day_qa,Quarterly earnings call Q&A,140,True,,"Volume was 489 thousand units against a plan of 45 thousand. There are a number of dynamics at play across the category. There are a number of dynamics at play across the category. The team is executing against the framework that was established. What I would focus on is the durability of the platform over time. Net retention held at 29 percent versus 294 a year ago. I'm extremely confident in what this team can deliver. It was decided that the prior approach would be revisited. Capital expenditure will be 480 million for the full year. Gross margin was 43 percent, up 67 basis points sequentially. We added 209 net new accounts, and 121 of those came from the enterprise tier. We made that call and I'd make it again at these levels. Net debt to EBITDA is 3.0 times."
riverton-b2,J_Kovač,,2023-08-15,baseline,earnings_call_qa,Quarterly earnings call Q&A,138,True,,"Conditions in the segment have been reasonably constructive. The market will ultimately determine how conditions resolve. There is always some variability quarter to quarter. There is always some variability quarter to quarter. Gross margin was 42 percent, up 81 basis points sequentially. Capital expenditure will be 284 million for the full year. The business has performed consistent with the model. I'll take the churn question directly: we lost two accounts and both were consolidation. Net retention held at 38 percent versus 317 a year ago. Capital expenditure will be 712 million for the full year. Capital expenditure will be 397 million for the full year. Our backlog stands at 518 million, covering 77 percent of next year's plan. Our backlog stands at 441 million, covering 58 percent of next year's plan. Net debt to EBITDA is 2.2 times."
